cluster_id,name,cg_name,ra_deg,dec_deg,radius_deg,dist_pc,age_gyr,n_members
mayer_1,NAME Mayer 1,Mayer_1,5.502,61.751,0.253,2618.0,0.0288,33
ruprecht_65,Cl Ruprecht 65,Ruprecht_65,129.838,-44.041,0.25,2405.0,0.0229,33
ubc_296,UBC 296,UBC_296,216.202,-61.046,0.25,2016.0,0.2512,33
ubc_392,UBC 392,UBC_392,336.125,64.926,0.25,965.0,0.0708,33
ubc_442,UBC 442,UBC_442,100.581,-4.624,0.25,4182.0,1.4454,33
ubc_479,UBC 479,UBC_479,124.338,-42.582,0.293,1473.0,0.0204,33
ubc_486,UBC 486,UBC_486,139.738,-50.555,0.25,1483.0,0.0661,33
ubc_504,UBC 504,UBC_504,159.738,-61.099,0.25,4824.0,0.0112,33
ubc_527,UBC 527,UBC_527,204.529,-66.651,0.25,1687.0,0.2512,33
ubc_556,UBC 556,UBC_556,259.305,-41.523,0.25,1740.0,0.4786,33
ubc_85,UBC 85,UBC_85,18.644,57.816,0.25,2608.0,0.0851,33
ubc_97,UBC 97,UBC_97,274.782,-15.722,0.275,1377.0,0.1202,33
upk_542,UPK 542,UPK_542,134.258,-54.303,1.36,808.0,0.631,33
upk_80,UPK 80,UPK_80,293.914,28.16,1.125,899.0,0.3802,33
ascc_115,[KPR2005] 115,ASCC_115,329.28,51.558,0.625,731.0,0.1318,32
bdsb91,[BDS2003] 91,BDSB91,96.319,-10.551,0.25,961.0,0.0141,32
bdsb93,[BDS2003] 93,BDSB93,104.297,-8.202,0.25,1196.0,0.0158,32
berkeley_91,Cl Berkeley 91,Berkeley_91,317.711,48.543,0.25,6057.0,0.631,32
eso_166_04,ESO 166-04,ESO_166_04,137.602,-53.884,0.25,1090.0,0.1995,32
fsr_0667,[FSR2007] 0667,FSR_0667,61.766,51.141,0.25,1182.0,0.7079,32
fsr_0921,[FSR2007] 0921,FSR_0921,91.295,16.684,0.25,3260.0,0.389,32
fsr_1509,[FSR2007] 1509,FSR_1509,147.006,-55.073,0.25,4203.0,0.0617,32
harvard_13,Cl Harvard 13,Harvard_13,255.999,-48.09,0.25,1308.0,0.8511,32
kronberger_1,Kronberger 1,Kronberger_1,82.089,34.777,0.25,2338.0,0.006,32
ngc_5281,NGC 5281,NGC_5281,206.614,-62.916,0.25,1576.0,0.0398,32
ngc_7024,NGC 7024,NGC_7024,316.524,41.498,0.25,1205.0,0.2089,32
ruprecht_108,Cl Ruprecht 108,Ruprecht_108,203.002,-58.509,0.265,992.0,0.0832,32
ruprecht_144,Cl Ruprecht 144,Ruprecht_144,278.437,-11.425,0.375,1591.0,0.0302,32
ubc_301,UBC 301,UBC_301,219.49,-58.996,0.25,1704.0,0.2344,32
ubc_375,UBC 375,UBC_375,304.574,40.063,0.328,1646.0,0.1072,32
ubc_422,UBC 422,UBC_422,40.546,58.171,0.25,2355.0,0.0562,32
ubc_425,UBC 425,UBC_425,59.236,48.622,0.263,3069.0,0.0851,32
ubc_437,UBC 437,UBC_437,89.533,22.036,0.283,1978.0,0.0912,32
ubc_439,UBC 439,UBC_439,94.541,10.752,0.25,3056.0,0.3548,32
ubc_440,UBC 440,UBC_440,113.09,6.015,0.25,3158.0,1.0233,32
ubc_472,UBC 472,UBC_472,120.76,-35.07,0.25,1977.0,2.138,32
ubc_52,UBC 52,UBC_52,64.728,52.344,0.25,2215.0,1.0233,32
ubc_531,UBC 531,UBC_531,211.837,-63.076,0.25,2691.0,0.0813,32
ubc_595,UBC 595,UBC_595,359.831,62.45,0.25,3927.0,0.2692,32
upk_201,UPK 201,UPK_201,344.732,61.648,0.357,919.0,0.0158,32
upk_62,UPK 62,UPK_62,289.727,20.823,0.263,500.0,0.1,32
upk_65,UPK 65,UPK_65,286.514,23.337,0.62,744.0,0.2754,32
bh_245,Cl VDBH 245,BH_245,266.561,-29.7,0.25,500.0,0.1,31
berkeley_100,Cl Berkeley 100,Berkeley_100,351.485,63.781,0.25,6084.0,1.2303,31
berkeley_95,Cl Berkeley 95,Berkeley_95,337.082,59.129,0.25,3907.0,0.012,31
coin_gaia_7,[CKS2019] COIN-Gaia 7,COIN-Gaia_7,33.738,58.466,0.38,1485.0,0.0575,31
fsr_0430,[FSR2007] 0430,FSR_0430,348.835,64.162,0.25,2636.0,0.0813,31
fsr_1452,[FSR2007] 1452,FSR_1452,133.332,-47.871,0.25,2300.0,0.2344,31
gulliver_32,Cl Gulliver 32,Gulliver_32,98.383,7.478,0.25,1693.0,1.2882,31
king_16,Cl King 16,King_16,10.915,64.172,0.25,2874.0,0.0525,31
roslund_4,Cl Roslund 4,Roslund_4,301.199,29.196,0.25,2059.0,0.017,31
ruprecht_29,Cl Ruprecht 29,Ruprecht_29,115.279,-24.377,0.25,2020.0,0.2399,31
ubc_169,UBC 169,UBC_169,342.627,49.494,0.25,1347.0,0.2951,31
ubc_181,UBC 181,UBC_181,0.584,63.562,0.275,1123.0,0.6761,31
ubc_222,UBC 222,UBC_222,109.924,-20.841,0.25,2207.0,0.4266,31
ubc_235,UBC 235,UBC_235,117.326,-29.349,0.25,1701.0,0.1096,31
ubc_273,UBC 273,UBC_273,170.302,-60.568,0.25,2197.0,0.0457,31
ubc_346,UBC 346,UBC_346,276.039,-10.623,0.25,1543.0,1.0471,31
ubc_353,UBC 353,UBC_353,280.854,-3.735,0.25,2179.0,0.0295,31
ubc_376,UBC 376,UBC_376,307.511,46.161,0.25,2581.0,0.0302,31
ubc_379,UBC 379,UBC_379,313.264,48.538,0.25,2566.0,0.0182,31
ubc_387,UBC 387,UBC_387,326.098,58.756,0.25,1519.0,0.4266,31
ubc_391,UBC 391,UBC_391,338.939,59.051,0.25,2326.0,0.0501,31
ubc_394,UBC 394,UBC_394,343.738,59.247,0.25,958.0,0.1585,31
ubc_395,UBC 395,UBC_395,345.63,57.199,0.25,2160.0,0.8128,31
ubc_417,UBC 417,UBC_417,29.214,54.43,0.25,2095.0,0.0617,31
ubc_434,UBC 434,UBC_434,91.045,28.05,0.25,5133.0,0.1862,31
ubc_467,UBC 467,UBC_467,123.177,-25.657,0.25,5122.0,1.4454,31
ubc_498,UBC 498,UBC_498,155.086,-59.657,0.25,2924.0,0.4074,31
ubc_561,UBC 561,UBC_561,261.208,-37.497,0.25,1602.0,0.2692,31
upk_178,UPK 178,UPK_178,334.479,60.071,0.25,962.0,0.2042,31
upk_642,UPK 642,UPK_642,263.081,-44.242,1.312,917.0,0.166,31
upk_7,UPK 7,UPK_7,276.781,-17.401,0.383,782.0,0.2884,31
berkeley_34,Cl Berkeley 34,Berkeley_34,105.097,-0.239,0.25,7609.0,2.3988,30
berkeley_5,Cl Berkeley 5,Berkeley_5,26.928,62.935,0.25,7079.0,1.1482,30
berkeley_83,Cl Berkeley 83,Berkeley_83,300.356,28.645,0.25,6663.0,0.2399,30
dolidze_53,Cl Dolidze 53,Dolidze_53,296.588,24.613,0.25,2228.0,0.0069,30
eso_312_04,ESO 312-04,ESO_312_04,126.722,-41.251,0.25,5859.0,0.0447,30
fsr_0905,[FSR2007] 0905,FSR_0905,98.442,22.312,0.25,1424.0,0.389,30
fsr_1183,[FSR2007] 1183,FSR_1183,108.357,-9.884,0.25,2201.0,0.182,30
fsr_1484,[FSR2007] 1484,FSR_1484,142.452,-50.697,0.25,2370.0,0.4365,30
feibelman_1,NAME Feibelman 1,Feibelman_1,304.417,38.03,0.25,3944.0,0.138,30
gulliver_14,Cl Gulliver 14,Gulliver_14,259.928,-36.785,0.46,1247.0,0.6026,30
gulliver_54,Cl Gulliver 54,Gulliver_54,81.297,33.688,0.255,1190.0,0.2818,30
lynga_6,Cl Lynga 6,Lynga_6,241.218,-51.96,0.25,2422.0,0.0031,30
pfleiderer_3,NAME Pfleiderer 3,Pfleiderer_3,346.995,60.874,0.25,500.0,0.1,30
teutsch_106,Teutsch 106,Teutsch_106,164.836,-59.557,0.25,7184.0,3.02,30
teutsch_127,Teutsch 127,Teutsch_127,334.747,56.121,0.25,3450.0,0.0115,30
teutsch_44,Teutsch 44,Teutsch_44,155.347,-54.45,0.25,6962.0,2.5704,30
ubc_225,UBC 225,UBC_225,106.635,-23.534,0.25,2767.0,0.6761,30
ubc_269,UBC 269,UBC_269,166.769,-62.87,0.25,1828.0,0.1023,30
ubc_356,UBC 356,UBC_356,288.853,-4.203,0.305,1026.0,0.1023,30
ubc_436,UBC 436,UBC_436,94.897,26.234,0.25,3217.0,0.5623,30
ubc_459,UBC 459,UBC_459,115.101,-19.743,0.25,2396.0,1.0715,30
ubc_469,UBC 469,UBC_469,116.589,-32.266,0.345,3251.0,0.0661,30
ubc_515,UBC 515,UBC_515,179.311,-62.968,0.25,3580.0,0.0081,30
ubc_528,UBC 528,UBC_528,204.627,-61.607,0.25,3795.0,2.6915,30
ubc_557,UBC 557,UBC_557,256.181,-38.983,0.283,1617.0,0.1445,30
ubc_80,UBC 80,UBC_80,91.613,8.745,0.25,2085.0,0.0295,30
upk_33,UPK 33,UPK_33,280.046,-4.333,0.493,523.0,0.2818,30
