cluster_id,name,cg_name,ra_deg,dec_deg,radius_deg,dist_pc,age_gyr,n_members
king_21,Cl King 21,King_21,357.479,62.705,0.25,3005.0,0.0977,100
lp_2210,[LP2019] 2210,LP_2210,247.197,-54.963,0.31,1400.0,0.1288,100
ngc_3255,NGC 3255,NGC_3255,156.635,-60.675,0.25,5469.0,0.2239,100
teutsch_38,Teutsch 38,Teutsch_38,131.523,-38.025,1.538,671.0,0.0372,100
ubc_176,UBC 176,UBC_176,345.532,57.063,0.25,4224.0,0.0069,100
bh_217,Cl VDBH 217,BH_217,259.071,-40.815,0.25,3106.0,0.0347,99
berkeley_69,Cl Berkeley 69,Berkeley_69,81.09,32.607,0.25,3410.0,0.7943,99
czernik_25,Cl Czernik 25,Czernik_25,93.432,6.953,0.25,2167.0,0.7413,99
l_1641s,NAME LDN 1641S Cluster,L_1641S,85.675,-8.133,0.357,500.0,0.1,99
teutsch_80,Teutsch 80,Teutsch_80,223.361,-60.478,0.25,2432.0,0.2239,99
ubc_388,UBC 388,UBC_388,337.636,56.552,0.285,3616.0,0.0155,99
ferrero_1,Cl Ferrero 1,Ferrero_1,275.063,-32.338,0.47,875.0,0.2512,98
gulliver_17,Cl Gulliver 17,Gulliver_17,302.654,35.871,0.25,1631.0,0.0692,98
gulliver_48,Cl Gulliver 48,Gulliver_48,316.334,50.733,0.7,1042.0,0.0182,98
haffner_17,Cl Haffner 17,Haffner_17,117.899,-31.812,0.25,3331.0,0.1259,98
lp_589,[LP2019] 589,LP_589,119.812,-19.126,0.25,3037.0,0.309,98
pismis_4,Cl Pismis 4,Pismis_4,128.79,-44.407,0.727,695.0,0.1202,98
rsg_1,RSG 1,RSG_1,75.508,37.475,1.552,347.0,0.123,98
ubc_130,UBC 130,UBC_130,298.06,27.437,0.265,2308.0,0.0275,98
upk_436,UPK 436,UPK_436,100.18,-8.126,1.36,845.0,0.0257,98
ic_1590,IC 1590,IC_1590,13.205,56.629,0.25,2980.0,0.0062,97
ngc_2186,NGC 2186,NGC_2186,93.031,5.453,0.25,2251.0,0.2512,97
pismis_20,Cl Pismis 20,Pismis_20,228.848,-59.073,0.25,500.0,0.1,97
roslund_2,Cl Roslund 2,Roslund_2,296.261,23.977,0.4,2091.0,0.0115,97
ruprecht_115,Cl Ruprecht 115,Ruprecht_115,243.215,-52.393,0.25,2355.0,0.2344,97
ubc_103,UBC 103,UBC_103,280.633,-6.592,0.25,2984.0,0.0224,97
ubc_482,UBC 482,UBC_482,131.14,-45.951,0.485,2245.0,0.0269,97
upk_50,UPK 50,UPK_50,283.309,8.172,0.62,1003.0,0.2188,97
fsr_1083,[FSR2007] 1083,FSR_1083,110.503,3.557,0.25,4884.0,1.9953,96
fsr_1402,[FSR2007] 1402,FSR_1402,136.441,-37.874,0.25,4373.0,3.02,96
gulliver_36,Cl Gulliver 36,Gulliver_36,123.185,-35.111,0.35,1311.0,0.7413,96
ngc_3680,NGC 3680,NGC_3680,171.392,-43.24,0.372,1072.0,2.1878,96
ruprecht_23,Cl Ruprecht 23,Ruprecht_23,112.665,-23.383,0.25,2724.0,0.4074,96
ubc_113,UBC 113,UBC_113,285.138,-1.557,0.25,2487.0,0.4266,96
bh_202,Cl VDBH 202,BH_202,253.779,-40.947,0.25,1752.0,0.3802,95
berkeley_31,Cl Berkeley 31,Berkeley_31,104.406,8.285,0.25,7177.0,2.8184,95
ic_1442,IC 1442,IC_1442,333.978,53.995,0.288,3386.0,0.0195,95
ngc_5138,NGC 5138,NGC_5138,201.829,-59.023,0.25,1827.0,0.0479,95
teutsch_143a,Teutsch 143a,Teutsch_143a,167.141,-60.741,0.25,3623.0,1.0965,95
trumpler_21,Cl Trumpler 21,Trumpler_21,203.068,-62.787,0.25,1326.0,0.049,95
ubc_191,UBC 191,UBC_191,37.507,58.0,0.423,2693.0,0.0182,95
ubc_267,UBC 267,UBC_267,168.283,-58.901,0.338,2421.0,0.0129,95
ubc_398,UBC 398,UBC_398,351.907,60.416,0.25,500.0,0.1,95
upk_237,UPK 237,UPK_237,5.352,65.495,0.53,758.0,0.1514,95
bh_200,Cl VDBH 200,BH_200,252.484,-44.182,0.25,2314.0,0.1622,94
collinder_292,Cl Collinder 292,Collinder_292,237.41,-57.594,0.25,1777.0,0.257,94
czernik_24,Cl Czernik 24,Czernik_24,88.848,20.876,0.25,3981.0,2.6915,94
gulliver_38,Cl Gulliver 38,Gulliver_38,300.808,34.435,0.25,2447.0,0.8128,94
gulliver_57,Cl Gulliver 57,Gulliver_57,141.203,-48.075,0.275,1403.0,0.4365,94
king_14,Cl King 14,King_14,7.987,63.163,0.25,2420.0,0.1445,94
ngc_1605,NGC 1605,NGC_1605,68.745,45.269,0.25,3073.0,0.1905,94
ngc_6357,NGC 6357,NGC_6357,261.185,-34.203,0.25,500.0,0.1,94
ngc_7062,NGC 7062,NGC_7062,320.862,46.385,0.25,2492.0,0.4266,94
ubc_149,UBC 149,UBC_149,312.253,46.47,0.4,2414.0,0.0347,94
ubc_268,UBC 268,UBC_268,165.349,-63.655,0.25,3675.0,1.6982,94
ubc_341,UBC 341,UBC_341,276.464,-17.076,0.25,2005.0,0.0219,94
collinder_106,Cl Collinder 106,Collinder_106,99.278,6.002,0.465,1505.0,0.0245,93
czernik_23,Cl Czernik 23,Czernik_23,87.525,28.898,0.25,3968.0,0.2692,93
fsr_0904,[FSR2007] 0904,FSR_0904,91.774,19.021,0.25,2311.0,0.0219,93
haffner_8,Cl Haffner 8,Haffner_8,110.777,-12.31,0.25,3009.0,0.2399,93
ngc_2184,NGC 2184,NGC_2184,91.69,-2.0,0.75,589.0,0.6457,93
ngc_2972,NGC 2972,NGC_2972,145.058,-50.326,0.25,1986.0,0.4898,93
ngc_6268,NGC 6268,NGC_6268,255.524,-39.721,0.25,1684.0,0.1995,93
ngc_7380,NGC 7380,NGC_7380,341.817,58.125,0.25,3739.0,0.0042,93
ruprecht_82,Cl Ruprecht 82,Ruprecht_82,146.421,-54.004,0.25,2201.0,0.4571,93
ubc_180,UBC 180,UBC_180,357.351,59.002,0.268,2145.0,0.263,93
basel_11a,Cl Basel 11a,Basel_11a,109.296,-13.988,0.25,1363.0,0.0955,92
fsr_1407,[FSR2007] 1407,FSR_1407,142.445,-33.848,0.25,3455.0,4.0738,92
ngc_1857,NGC 1857,NGC_1857,80.031,39.336,0.25,2900.0,0.2512,92
ngc_3330,NGC 3330,NGC_3330,159.659,-54.148,0.31,1716.0,0.0813,92
ngc_6830,NGC 6830,NGC_6830,297.718,23.101,0.25,2379.0,0.1622,92
pismis_21,Cl Pismis 21,Pismis_21,229.199,-59.659,0.25,500.0,0.1,92
ubc_122,UBC 122,UBC_122,288.142,15.717,0.25,2671.0,0.0513,92
berkeley_23,Cl Berkeley 23,Berkeley_23,98.318,20.535,0.25,5425.0,1.0471,91
berkeley_45,Cl Berkeley 45,Berkeley_45,289.778,15.716,0.25,3328.0,0.6166,91
coin_gaia_23,[CKS2019] COIN-Gaia 23,COIN-Gaia_23,87.449,27.008,0.688,937.0,0.1288,91
eso_518_03,ESO 518-03,ESO_518_03,251.76,-25.81,0.25,1631.0,1.4125,91
ascc_21,[KPR2005] 21,ASCC_21,82.179,3.527,1.025,341.0,0.0089,90
coin_gaia_28,[CKS2019] COIN-Gaia 28,COIN-Gaia_28,96.333,11.159,0.288,1600.0,0.055,90
coin_gaia_30,[CKS2019] COIN-Gaia 30,COIN-Gaia_30,21.08,70.574,0.635,767.0,0.257,90
fsr_0154,[FSR2007] 0154,FSR_0154,297.009,23.353,0.25,3594.0,0.4786,90
lp_2238,[LP2019] 2238,LP_2238,167.713,-56.821,0.265,1193.0,0.2951,90
ubc_315,UBC 315,UBC_315,246.376,-47.935,0.25,2252.0,0.3715,90
berkeley_51,Cl Berkeley 51,Berkeley_51,302.972,34.402,0.25,500.0,0.1,89
berkeley_7,Cl Berkeley 7,Berkeley_7,28.546,62.366,0.25,2863.0,0.0339,89
king_23,Cl King 23,King_23,110.459,-0.988,0.25,3136.0,1.9498,89
lp_1218,[LP2019] 1218,LP_1218,273.976,-18.099,0.25,2536.0,0.257,89
lp_2220,[LP2019] 2220,LP_2220,127.45,-41.343,0.483,1349.0,0.4571,89
lp_947,[LP2019] 947,LP_947,118.61,-27.518,0.25,2889.0,1.349,89
ngc_1883,NGC 1883,NGC_1883,81.48,46.493,0.25,4710.0,0.6166,89
ubc_261,UBC 261,UBC_261,159.52,-60.503,0.25,3953.0,0.0186,89
berkeley_99,Cl Berkeley 99,Berkeley_99,350.26,71.778,0.25,5105.0,3.3884,88
lp_2059,[LP2019] 2059,LP_2059,153.233,-60.885,0.478,1970.0,0.2692,88
ngc_433,NGC 433,NGC_433,18.798,60.133,0.25,2050.0,0.138,88
ngc_6997,NGC 6997,NGC_6997,314.128,44.64,0.253,901.0,0.6457,88
ubc_409,UBC 409,UBC_409,6.701,63.208,0.463,3038.0,0.1995,88
ubc_88,UBC 88,UBC_88,58.17,45.969,0.435,951.0,0.0525,88
upk_567,UPK 567,UPK_567,161.029,-67.524,1.442,645.0,0.3388,88
alessi_teutsch_3,NAME Alessi Teutsch 3,Alessi_Teutsch_3,118.228,-53.022,1.228,693.0,0.1047,87
berkeley_54,Cl Berkeley 54,Berkeley_54,315.745,40.433,0.25,6680.0,2.6915,87
coin_gaia_15,[CKS2019] COIN-Gaia 15,COIN-Gaia_15,76.09,35.831,0.367,1174.0,0.1,87
fsr_0275,[FSR2007] 0275,FSR_0275,314.171,46.902,0.25,4014.0,0.8511,87
ngc_2866,NGC 2866,NGC_2866,140.526,-51.1,0.25,2926.0,0.0631,87
ubc_136,UBC 136,UBC_136,304.49,32.582,0.333,1365.0,0.166,87
upk_17,UPK 17,UPK_17,279.741,-15.034,0.64,726.0,0.537,87
upk_560,UPK 560,UPK_560,158.037,-44.451,2.0,598.0,0.3236,87
upk_599,UPK 599,UPK_599,205.84,-38.576,1.777,652.0,0.0195,87
bh_23,Cl VDBH 23,BH_23,123.449,-36.329,0.93,462.0,0.0288,86
collinder_132,Cl Collinder 132,Collinder_132,108.485,-30.758,2.0,624.0,0.0245,86
lp_273,[LP2019] 273,LP_273,245.723,-50.172,0.25,2399.0,0.3802,86
ngc_2533,NGC 2533,NGC_2533,121.773,-29.872,0.25,2631.0,1.0471,86
ngc_6444,NGC 6444,NGC_6444,267.408,-34.816,0.255,1942.0,0.1778,86
upk_13,UPK 13,UPK_13,282.007,-18.281,0.255,950.0,0.1778,86
ascc_13,[KPR2005] 13,ASCC_13,78.255,44.417,1.522,1115.0,0.0316,85
berkeley_30,Cl Berkeley 30,Berkeley_30,104.438,3.229,0.25,5383.0,0.2951,85
coin_gaia_3,[CKS2019] COIN-Gaia 3,COIN-Gaia_3,18.739,60.505,0.315,1209.0,0.049,85
czernik_13,Cl Czernik 13,Czernik_13,41.106,62.327,0.25,3500.0,0.2399,85
czernik_30,Cl Czernik 30,Czernik_30,112.796,-9.945,0.25,6647.0,2.884,85
ubc_118,UBC 118,UBC_118,282.649,9.763,0.275,1512.0,0.3981,85
ubc_132,UBC 132,UBC_132,299.271,28.445,0.25,2942.0,0.955,85
ubc_280,UBC 280,UBC_280,177.923,-62.646,0.328,2350.0,0.0513,85
berkeley_62,Cl Berkeley 62,Berkeley_62,15.309,63.918,0.25,2660.0,0.0148,84
fsr_1663,[FSR2007] 1663,FSR_1663,205.251,-60.203,0.25,2940.0,1.2882,84
king_8,Cl King 8,King_8,87.324,33.633,0.25,5517.0,0.8318,84
ngc_2401,NGC 2401,NGC_2401,112.352,-13.968,0.25,4749.0,0.0603,84
ngc_2925,NGC 2925,NGC_2925,143.321,-53.413,0.352,738.0,0.1288,84
ngc_3033,NGC 3033,NGC_3033,147.145,-56.415,0.255,1784.0,0.6761,84
ngc_3105,NGC 3105,NGC_3105,150.169,-54.79,0.25,8071.0,0.0219,84
ruprecht_63,Cl Ruprecht 63,Ruprecht_63,128.169,-48.304,0.25,4009.0,0.5754,84
sai_24,SAI 24,SAI_24,44.816,60.566,0.278,2248.0,0.0069,84
teutsch_22,Teutsch 22,Teutsch_22,315.428,44.114,0.25,4765.0,0.2291,84
ubc_292,UBC 292,UBC_292,200.201,-61.258,0.498,2170.0,0.0692,84
ubc_31,UBC 31,UBC_31,61.146,32.532,2.0,341.0,0.0263,84
ubc_322,UBC 322,UBC_322,255.213,-44.184,0.25,2780.0,0.1995,84
ubc_491,UBC 491,UBC_491,142.884,-53.001,0.325,3755.0,0.182,84
ubc_600,UBC 600,UBC_600,20.774,64.54,0.46,3333.0,0.0316,84
ubc_95,UBC 95,UBC_95,268.252,-22.171,0.25,2101.0,0.3981,84
upk_617,UPK 617,UPK_617,234.809,-55.394,0.458,714.0,0.0708,84
berkeley_35,Cl Berkeley 35,Berkeley_35,107.491,2.734,0.25,4745.0,1.1749,83
coin_gaia_22,[CKS2019] COIN-Gaia 22,COIN-Gaia_22,91.06,31.602,0.25,1987.0,0.302,83
coin_gaia_25,[CKS2019] COIN-Gaia 25,COIN-Gaia_25,91.691,20.276,0.727,824.0,0.5623,83
coin_gaia_6,[CKS2019] COIN-Gaia 6,COIN-Gaia_6,28.101,58.636,0.25,3259.0,0.4786,83
haffner_16,Cl Haffner 16,Haffner_16,117.586,-25.458,0.25,3244.0,0.0832,83
ngc_2358,NGC 2358,NGC_2358,109.261,-17.143,0.525,908.0,0.6607,83
ruprecht_138,Cl Ruprecht 138,Ruprecht_138,269.984,-24.665,0.25,2732.0,0.0095,83
stephenson_1,Cl Stephenson 1,Stephenson_1,283.568,36.899,0.623,343.0,0.0282,83
stock_23,Cl Stock 23,Stock_23,49.075,60.377,1.885,625.0,0.1096,83
ubc_365,UBC 365,UBC_365,303.314,34.364,0.25,2998.0,0.0417,83
ubc_400,UBC 400,UBC_400,353.077,61.032,0.323,3037.0,0.0692,83
ubc_91,UBC 91,UBC_91,267.433,-28.761,0.25,2195.0,0.2291,83
upk_82,UPK 82,UPK_82,298.285,26.379,1.062,554.0,0.0813,83
aveni_hunter_1,NAME AVENI-HUNTER 1,Aveni_Hunter_1,354.175,48.205,1.24,402.0,0.0105,82
berkeley_50,Cl Berkeley 50,Berkeley_50,302.505,34.967,0.25,3380.0,0.0759,82
berkeley_90,Cl Berkeley 90,Berkeley_90,308.819,46.843,0.25,3025.0,0.0051,82
eso_589_26,ESO 589-26,ESO_589_26,270.56,-21.922,0.25,2666.0,0.1995,82
fsr_0198,[FSR2007] 0198,FSR_0198,300.614,35.681,0.318,2181.0,0.0047,82
gulliver_1,Cl Gulliver 1,Gulliver_1,161.582,-57.034,0.25,2731.0,1.3804,82
ngc_2311,NGC 2311,NGC_2311,104.455,-4.616,0.25,2003.0,0.0447,82
ngc_2659,NGC 2659,NGC_2659,130.634,-44.999,0.25,2095.0,0.0437,82
ruprecht_119,Cl Ruprecht 119,Ruprecht_119,247.039,-51.5,0.25,2228.0,0.0479,82
ruprecht_172,Cl Ruprecht 172,Ruprecht_172,302.888,35.603,0.25,3562.0,1.0471,82
ubc_307,UBC 307,UBC_307,239.415,-57.265,0.25,2747.0,1.1482,82
upk_42,UPK 42,UPK_42,293.908,-3.653,0.537,595.0,0.2089,82
upk_644,UPK 644,UPK_644,249.155,-31.418,0.96,743.0,0.1698,82
collinder_205,Cl Collinder 205,Collinder_205,135.119,-48.984,0.25,2394.0,0.0046,81
platais_3,Cl Platais 3,Platais_3,69.976,71.28,2.0,177.0,0.1778,81
ubc_133,UBC 133,UBC_133,303.694,28.355,0.263,1589.0,0.0851,81
ubc_407,UBC 407,UBC_407,4.566,63.367,0.338,3317.0,0.038,81
ubc_489,UBC 489,UBC_489,141.158,-53.069,0.31,2792.0,0.0105,81
fsr_0716,[FSR2007] 0716,FSR_0716,77.786,45.718,0.25,3575.0,0.871,80
ngc_5593,NGC 5593,NGC_5593,216.419,-54.795,0.338,1029.0,0.0871,80
pismis_5,Cl Pismis 5,Pismis_5,129.407,-39.603,0.31,941.0,0.01,80
ruprecht_134,Cl Ruprecht 134,Ruprecht_134,268.184,-29.537,0.25,2252.0,1.6596,80
ruprecht_167,Cl Ruprecht 167,Ruprecht_167,215.15,-58.858,0.448,1652.0,0.537,80
teutsch_51,Teutsch 51,Teutsch_51,88.463,26.834,0.25,4673.0,0.6761,80
ubc_293,UBC 293,UBC_293,202.711,-61.775,0.25,3293.0,0.02,80
basel_1,Cl Basel 1,Basel_1,282.036,-5.876,0.25,1846.0,0.2291,79
berkeley_79,Cl Berkeley 79,Berkeley_79,281.25,-1.146,0.25,2272.0,0.1738,79
czernik_19,Cl Czernik 19,Czernik_19,74.258,28.763,0.25,2586.0,0.2042,79
fsr_0953,[FSR2007] 0953,FSR_0953,94.762,14.15,0.25,2567.0,0.6457,79
lp_198,[LP2019] 198,LP_198,112.127,-20.107,0.25,3213.0,0.257,79
ruprecht_174,Cl Ruprecht 174,Ruprecht_174,310.856,37.031,0.25,2368.0,0.4786,79
ruprecht_93,Cl Ruprecht 93,Ruprecht_93,166.037,-61.372,0.25,2150.0,0.2455,79
teutsch_74,Teutsch 74,Teutsch_74,326.422,58.097,0.25,5221.0,1.349,79
ubc_276,UBC 276,UBC_276,172.884,-60.766,0.25,4166.0,0.912,79
ubc_282,UBC 282,UBC_282,180.169,-60.504,0.25,3072.0,0.1259,79
ubc_565,UBC 565,UBC_565,264.004,-33.908,0.318,2299.0,0.0091,79
coin_gaia_1,[CKS2019] COIN-Gaia 1,COIN-Gaia_1,11.933,66.769,0.892,658.0,0.182,78
gulliver_33,Cl Gulliver 33,Gulliver_33,318.159,46.345,0.775,1113.0,0.0479,78
king_26,Cl King 26,King_26,292.237,14.882,0.25,2281.0,0.2344,78
ruprecht_143,Cl Ruprecht 143,Ruprecht_143,278.174,-12.148,0.25,2764.0,0.3981,78
sai_86,SAI 86,SAI_86,122.055,-36.606,0.25,3630.0,0.5623,78
ubc_119,UBC 119,UBC_119,290.628,8.41,0.25,1659.0,2.5704,78
ubc_192,UBC 192,UBC_192,37.112,57.142,0.383,2479.0,0.049,78
ubc_406,UBC 406,UBC_406,0.597,60.975,0.25,3570.0,0.055,78
ubc_465,UBC 465,UBC_465,118.863,-25.412,0.405,4780.0,0.0407,78
ubc_540,UBC 540,UBC_540,243.758,-51.688,0.25,2828.0,0.0437,78
berkeley_49,Cl Berkeley 49,Berkeley_49,299.872,34.643,0.25,3030.0,0.257,77
coin_gaia_19,[CKS2019] COIN-Gaia 19,COIN-Gaia_19,82.188,34.29,0.43,1241.0,0.1072,77
czernik_2,Cl Czernik 2,Czernik_2,10.952,60.197,0.25,1899.0,0.3715,77
stock_24,Cl Stock 24,Stock_24,9.945,61.967,0.25,2961.0,0.1202,77
ubc_151,UBC 151,UBC_151,311.961,47.432,0.425,1683.0,0.182,77
ubc_303,UBC 303,UBC_303,221.85,-56.255,0.25,1726.0,0.7079,77
ubc_7,UBC 7,UBC_7,106.786,-37.729,1.482,276.0,0.0316,77
ubc_72,UBC 72,UBC_72,90.986,26.651,0.25,1912.0,0.4898,77
ascc_71,[KPR2005] 71,ASCC_71,185.033,-67.509,0.637,1269.0,0.1288,76
berkeley_11,Cl Berkeley 11,Berkeley_11,65.126,44.922,0.25,3050.0,0.0692,76
berkeley_12,Cl Berkeley 12,Berkeley_12,71.1,42.691,0.25,4298.0,1.9953,76
berkeley_97,Cl Berkeley 97,Berkeley_97,339.853,59.005,0.25,3241.0,0.0151,76
haffner_7,Cl Haffner 7,Haffner_7,110.734,-29.502,0.25,4350.0,0.871,76
ngc_6250,NGC 6250,NGC_6250,254.497,-45.951,0.263,998.0,0.024,76
ngc_6716,NGC 6716,NGC_6716,283.616,-19.888,0.25,702.0,0.0977,76
ngc_7261,NGC 7261,NGC_7261,335.056,58.128,0.25,3462.0,0.0112,76
ruprecht_161,Cl Ruprecht 161,Ruprecht_161,152.4,-61.259,0.943,903.0,0.1047,76
ubc_421,UBC 421,UBC_421,39.836,57.802,0.54,2466.0,0.0339,76
ubc_59,UBC 59,UBC_59,82.239,48.043,0.268,2585.0,0.4898,76
ubc_6,UBC 6,UBC_6,344.01,51.187,0.527,1493.0,0.7413,76
bochum_6,Cl Bochum 6,Bochum_6,112.992,-19.416,0.25,3931.0,0.0065,75
coin_gaia_11,[CKS2019] COIN-Gaia 11,COIN-Gaia_11,68.11,39.479,0.84,669.0,0.7943,75
gulliver_24,Cl Gulliver 24,Gulliver_24,1.161,62.835,0.253,1498.0,0.1778,75
lp_1540,[LP2019] 1540,LP_1540,170.219,-59.302,0.25,2539.0,1.6218,75
ngc_1348,NGC 1348,NGC_1348,53.524,51.409,0.25,2400.0,0.0417,75
ngc_3572,NGC 3572,NGC_3572,167.64,-60.294,0.25,2455.0,0.0048,75
ruprecht_37,Cl Ruprecht 37,Ruprecht_37,117.452,-17.249,0.25,4526.0,2.2387,75
skiff_j0507+30.8,NAME Skiff J0507+30.8,Skiff_J0507+30.8,76.78,30.846,0.25,6088.0,2.4547,75
ubc_105,UBC 105,UBC_105,280.319,-5.427,0.25,2144.0,0.0832,75
ubc_203,UBC 203,UBC_203,97.793,15.059,0.25,3092.0,1.0965,75
ubc_319,UBC 319,UBC_319,249.699,-44.755,0.323,1329.0,0.1585,75
ubc_352,UBC 352,UBC_352,281.22,-5.849,0.25,3653.0,0.0069,75
upk_4,UPK 4,UPK_4,281.361,-23.764,0.657,829.0,0.2754,75
upk_431,UPK 431,UPK_431,108.234,-2.635,1.458,765.0,0.6026,75
vdbergh_80,Cl VDB 80,vdBergh_80,97.739,-9.625,0.357,910.0,0.0065,75
bh_85,Cl VDBH 85,BH_85,150.469,-49.564,0.25,7481.0,2.2909,74
ngc_6631,NGC 6631,NGC_6631,276.79,-12.029,0.25,2676.0,0.1995,74
ruprecht_78,Cl Ruprecht 78,Ruprecht_78,142.282,-53.696,0.25,500.0,0.1,74
bh_144,Cl VDBH 144,BH_144,198.808,-65.92,0.25,9649.0,1.4791,73
basel_11b,Cl Basel 11b,Basel_11b,89.547,21.965,0.25,1793.0,0.2291,73
berkeley_2,Cl Berkeley 2,Berkeley_2,6.319,60.392,0.25,6928.0,0.5888,73
gulliver_47,Cl Gulliver 47,Gulliver_47,107.932,0.827,0.403,1930.0,0.3467,73
ngc_2129,NGC 2129,NGC_2129,90.275,23.328,0.25,2056.0,0.0166,73
ruprecht_26,Cl Ruprecht 26,Ruprecht_26,114.271,-15.587,0.468,1078.0,0.0316,73
ruprecht_83,Cl Ruprecht 83,Ruprecht_83,147.307,-54.611,0.25,3706.0,0.1122,73
ruprecht_96,Cl Ruprecht 96,Ruprecht_96,177.67,-62.14,0.25,3280.0,0.0468,73
ubc_197,UBC 197,UBC_197,83.359,39.841,0.25,3185.0,0.2818,73
ubc_286,UBC 286,UBC_286,187.364,-62.447,0.25,2291.0,0.0575,73
berkeley_80,Cl Berkeley 80,Berkeley_80,283.591,-1.214,0.25,2270.0,0.1585,72
gulliver_13,Cl Gulliver 13,Gulliver_13,104.858,-13.254,0.288,1513.0,1.0,72
hogg_15,Cl Hogg 15,Hogg_15,190.906,-63.101,0.25,3020.0,0.0022,72
juchert_20,Juchert 20,Juchert_20,62.703,46.874,0.25,3115.0,0.302,72
king_4,Cl King 4,King_4,39.028,59.024,0.25,2706.0,0.1,72
ngc_6866,NGC 6866,NGC_6866,300.983,44.158,0.26,1406.0,0.6457,72
ubc_431,UBC 431,UBC_431,75.222,41.232,0.25,500.0,0.1,72
ubc_461,UBC 461,UBC_461,119.21,-23.815,0.468,3210.0,0.0479,72
ubc_56,UBC 56,UBC_56,69.874,47.534,0.333,891.0,0.6026,72
bh_211,Cl VDBH 211,BH_211,255.535,-41.113,0.25,1903.0,0.4266,71
czernik_31,Cl Czernik 31,Czernik_31,114.238,-20.515,0.25,3396.0,0.0295,71
eso_130_06,ESO 130-06,ESO_130_06,181.97,-59.31,0.273,808.0,0.1413,71
ferrero_11,Cl Ferrero 11,Ferrero_11,93.646,0.637,0.578,820.0,0.2818,71
ngc_5749,NGC 5749,NGC_5749,222.204,-54.502,0.348,1122.0,0.0525,71
ngc_6913,NGC 6913,NGC_6913,305.943,38.487,0.265,1608.0,0.0219,71
pismis_23,Cl Pismis 23,Pismis_23,245.99,-48.891,0.25,500.0,0.1,71
trumpler_26,Cl Trumpler 26,Trumpler_26,262.126,-29.487,0.25,1524.0,0.2512,71
ubc_214,UBC 214,UBC_214,105.689,-2.117,0.25,2756.0,0.1995,71
ubc_86,UBC 86,UBC_86,33.033,57.619,0.3,2544.0,0.0437,71
upk_296,UPK 296,UPK_296,42.666,48.561,2.0,565.0,0.2344,71
upk_5,UPK 5,UPK_5,273.304,-18.308,0.83,587.0,0.195,71
alessi_10,Cl Alessi 10,Alessi_10,301.233,-10.555,0.665,469.0,0.0912,70
bica_3,[BBD2004] Cluster 1,Bica_3,276.519,-13.058,0.25,500.0,0.1,70
fsr_1252,[FSR2007] 1252,FSR_1252,110.659,-18.703,0.25,3035.0,0.8511,70
ngc_136,NGC 136,NGC_136,7.896,61.506,0.25,5141.0,0.257,70
ruprecht_126,Cl Ruprecht 126,Ruprecht_126,263.783,-34.306,0.25,3274.0,0.1,70
trumpler_11,Cl Trumpler 11,Trumpler_11,151.248,-61.619,0.25,3578.0,0.0275,70
ubc_110,UBC 110,UBC_110,281.62,-4.979,0.25,500.0,0.1,70
ubc_212,UBC 212,UBC_212,100.957,-0.886,0.25,2798.0,1.0715,70
ubc_263,UBC 263,UBC_263,162.656,-59.992,0.357,2519.0,0.0251,70
ubc_300,UBC 300,UBC_300,222.958,-65.308,0.25,1883.0,0.4169,70
ascc_101,[KPR2005] 101,ASCC_101,288.399,36.369,0.93,412.0,0.4898,69
fsr_1750,[FSR2007] 1750,FSR_1750,255.523,-38.875,0.25,500.0,0.1,69
ic_4996,IC 4996,IC_4996,304.135,37.649,0.25,2043.0,0.0112,69
king_20,Cl King 20,King_20,353.305,58.469,0.25,1949.0,0.257,69
koposov_36,[KGZ2008] 36,Koposov_36,84.218,31.21,0.25,1864.0,0.4266,69
ngc_1901,NGC 1901,NGC_1901,79.561,-68.294,1.63,427.0,0.8913,69
ruprecht_117,Cl Ruprecht 117,Ruprecht_117,245.888,-51.879,0.25,3294.0,0.1318,69
ubc_148,UBC 148,UBC_148,309.732,46.464,0.285,2419.0,0.049,69
ubc_188,UBC 188,UBC_188,27.466,53.9,0.355,2872.0,0.0263,69
ubc_326,UBC 326,UBC_326,258.155,-36.056,0.25,1566.0,0.263,69
ubc_363,UBC 363,UBC_363,299.274,31.867,0.25,3429.0,0.0646,69
ubc_447,UBC 447,UBC_447,106.389,-9.026,0.25,2673.0,0.2455,69
upk_27,UPK 27,UPK_27,275.051,-5.167,0.393,924.0,1.6218,69
upk_84,UPK 84,UPK_84,310.245,20.212,0.675,944.0,1.0,69
ascc_128,[KPR2005] 128,ASCC_128,349.949,54.435,1.282,669.0,0.2512,68
berkeley_56,Cl Berkeley 56,Berkeley_56,319.391,41.835,0.25,9516.0,2.9512,68
fsr_1521,[FSR2007] 1521,FSR_1521,148.852,-56.605,0.25,4933.0,5.2481,68
ngc_637,NGC 637,NGC_637,25.775,64.038,0.25,2503.0,0.038,68
ubc_194,UBC 194,UBC_194,37.686,48.305,0.253,1361.0,0.2291,68
ubc_287,UBC 287,UBC_287,189.765,-61.272,0.25,2352.0,0.0234,68
ubc_419,UBC 419,UBC_419,34.694,58.924,0.428,2346.0,0.1995,68
vdbergh_1,Cl VDB 1,vdBergh_1,99.275,3.078,0.25,1946.0,0.0407,68
alessi_60,Cl Alessi 60,Alessi_60,105.619,-1.12,0.25,2953.0,0.2239,67
coin_gaia_12,[CKS2019] COIN-Gaia 12,COIN-Gaia_12,79.209,41.708,0.765,954.0,0.537,67
